loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_date,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,total_acc,total_pymnt
LC000155,20000,20000,60 months,29.4,639.72,F,F3,< 1 year,RENT,34414.02,2021-04-25,Fully Paid,education,WA,33.08,0,786,790,23,0,2.5,38,15992.57
LC000156,40000,33088.69,60 months,29.44,1280.41,F,F2,5 years,OWN,37446.39,2020-11-25,Current,vacation,PA,22.76,1,667,671,23,0,9.8,27,4412.45
LC000157,30000,22947.58,36 months,9.41,959.73,B,B3,6 years,OWN,32766.28,2023-04-19,Current,vacation,FL,34.79,1,820,824,3,0,94.3,5,5687.89
LC000158,35000,35000,60 months,23.95,1005.86,E,E2,3 years,MORTGAGE,40580.26,2019-12-26,Fully Paid,debt_consolidation,CA,39.53,1,653,657,12,0,8.1,22,35470.12
LC000159,10000,8133.43,36 months,5.45,301.73,A,A2,< 1 year,RENT,57652.33,2018-02-27,Current,vacation,OH,20.03,0,799,803,17,0,19.9,28,1214.27
LC000160,25000,25000,60 months,16.67,616.89,D,D3,2 years,MORTGAGE,50029.6,2021-11-04,Default,moving,VA,15.44,0,728,732,16,0,33.7,20,14221.27
LC000161,10000,10000,60 months,21.47,273.18,E,E4,1 year,MORTGAGE,26164.46,2018-03-22,Fully Paid,home_improvement,AZ,6.31,0,710,714,19,0,4.8,22,7567.39
LC000162,5000,3744.35,60 months,13.2,114.28,C,C2,1 year,RENT,26799.98,2023-09-27,Current,home_improvement,MI,28.19,0,718,722,21,0,83.0,24,1368.19
LC000163,35000,18813.34,36 months,17.18,1250.98,D,D5,8 years,OWN,112650.93,2019-03-29,Current,moving,IL,22.37,2,686,690,24,0,0.3,26,8167.73
LC000164,25000,20589.98,36 months,21.86,952.95,E,E2,10+ years,OWN,11689.1,2019-01-25,Current,debt_consolidation,CA,11.11,0,600,604,11,0,42.6,14,4060.27
LC000165,30000,30000,36 months,23.26,1165.36,E,E5,9 years,RENT,28438.0,2019-11-15,Fully Paid,debt_consolidation,PA,19.03,1,813,817,10,0,47.8,23,20376.29
LC000166,30000,30000,60 months,14.45,705.07,C,C4,10+ years,MORTGAGE,38530.46,2018-09-17,Fully Paid,credit_card,CA,35.8,2,646,650,17,0,41.1,18,21893.44
LC000167,10000,10000,60 months,17.73,252.47,D,D5,7 years,OWN,116490.17,2018-02-17,Charged Off,small_business,IN,21.87,1,777,781,6,0,98.7,7,5216.49
LC000168,25000,25000,36 months,5.18,751.29,A,A4,< 1 year,MORTGAGE,47574.89,2023-08-04,Fully Paid,home_improvement,TN,27.52,0,786,790,9,0,57.2,11,5579.3
LC000169,25000,25000,36 months,11.62,825.83,B,B5,1 year,MORTGAGE,76260.8,2021-09-21,Fully Paid,moving,VA,27.91,0,813,817,12,0,22.3,26,5423.11
LC000170,25000,25000,36 months,14.19,856.75,C,C1,6 years,OWN,26905.52,2020-11-07,Charged Off,auto,FL,8.72,0,664,668,17,0,72.1,20,3233.84
LC000171,35000,35000,36 months,16.19,1233.78,D,D2,9 years,OWN,73748.25,2018-01-18,Charged Off,debt_consolidation,MO,28.52,0,643,647,16,0,50.4,31,10141.57
LC000172,15000,15000,60 months,12.41,336.78,C,C2,2 years,MORTGAGE,73065.37,2021-01-25,Fully Paid,credit_card,MI,26.22,1,744,748,18,0,60.8,25,3987.24
LC000173,30000,30000,60 months,14.85,711.34,C,C5,8 years,MORTGAGE,33596.31,2019-12-30,Fully Paid,credit_card,FL,27.14,0,682,686,8,0,34.5,12,20293.32
LC000174,25000,25000,36 months,15.51,872.89,C,C4,4 years,OWN,244805.09,2019-10-22,Default,medical,IL,5.45,0,634,638,2,0,5.7,10,3060.01
LC000175,20000,20000,36 months,14.97,693.01,C,C3,7 years,MORTGAGE,80831.03,2024-03-11,Fully Paid,medical,OH,13.32,0,727,731,24,1,38.7,34,21919.6
LC000176,20000,20000,60 months,23.1,564.96,E,E3,2 years,RENT,97016.96,2022-03-26,Fully Paid,medical,MO,15.3,0,670,674,23,1,73.4,26,16015.67
LC000177,5000,5000,36 months,9.04,159.09,B,B3,8 years,RENT,37720.72,2023-11-23,Fully Paid,small_business,IN,6.78,1,734,738,17,0,7.3,27,1456.22
LC000178,20000,20000,36 months,14.65,689.88,C,C4,5 years,MORTGAGE,38199.33,2022-12-31,Fully Paid,auto,TX,15.28,1,823,827,19,2,0.9,30,11152.94
LC000179,25000,25000,36 months,16.1,880.16,D,D1,8 years,OTHER,48391.65,2021-08-05,Charged Off,home_improvement,PA,31.97,0,843,847,18,0,89.7,24,7998.09
LC000180,35000,31398.76,36 months,15.34,1219.12,C,C2,2 years,RENT,114153.56,2023-02-24,Current,debt_consolidation,NY,34.01,1,802,806,22,0,68.5,22,10513.89
LC000181,40000,40000,36 months,14.52,1377.23,C,C2,10+ years,RENT,108566.67,2018-10-25,Fully Paid,vacation,FL,5.59,0,640,644,19,0,6.3,20,18464.83
LC000182,5000,5000,36 months,6.66,153.61,A,A4,< 1 year,RENT,33797.8,2018-02-15,Fully Paid,vacation,IL,9.77,0,780,784,19,0,29.8,30,3936.31
LC000183,30000,30000,60 months,9.24,626.25,B,B5,8 years,MORTGAGE,103923.84,2020-01-13,Charged Off,debt_consolidation,MO,34.8,0,652,656,7,0,25.2,10,1316.6
LC000184,15000,15000,36 months,18.69,547.49,D,D3,2 years,OWN,58899.02,2024-07-20,Fully Paid,credit_card,NJ,14.98,0,615,619,8,0,61.6,17,1586.97
LC000185,25000,25000,36 months,11.44,823.69,B,B2,2 years,OWN,99387.59,2019-12-21,Charged Off,home_improvement,NC,30.65,0,825,829,16,0,48.6,19,13369.46
LC000186,35000,35000,36 months,7.69,1091.77,A,A1,8 years,MORTGAGE,135133.69,2022-02-07,Fully Paid,medical,IL,6.28,1,713,717,19,0,65.3,23,7303.27
LC000187,15000,15000,36 months,11.15,492.15,B,B1,3 years,RENT,149928.67,2020-08-07,Fully Paid,credit_card,GA,10.57,0,654,658,25,1,4.0,40,10821.93
LC000188,5000,5000,36 months,16.16,176.18,D,D4,1 year,MORTGAGE,57085.31,2022-03-23,Charged Off,credit_card,MD,8.61,1,846,850,22,0,26.3,27,1549.99
LC000189,30000,30000,36 months,10.2,970.84,B,B2,1 year,MORTGAGE,61187.71,2020-05-16,Fully Paid,small_business,VA,26.15,0,836,840,6,0,51.4,14,26799.95
LC000190,40000,40000,36 months,10.18,1294.07,B,B3,2 years,RENT,86196.48,2023-10-01,Fully Paid,small_business,TX,27.65,0,790,794,2,0,59.2,6,28798.75
LC000191,25000,25000,36 months,11.82,828.21,B,B5,5 years,MORTGAGE,158206.84,2024-12-27,Charged Off,medical,PA,26.23,0,821,825,17,0,60.0,22,13835.28
LC000192,10000,10000,36 months,12.07,332.48,C,C1,2 years,MORTGAGE,41063.62,2023-12-17,Fully Paid,home_improvement,NY,36.83,0,794,798,6,0,90.1,7,11823.82
LC000193,30000,30000,60 months,15.5,721.6,C,C1,1 year,OWN,78262.11,2022-10-09,Fully Paid,moving,GA,20.01,0,826,830,14,0,90.7,17,13197.6
LC000194,35000,35000,60 months,22.62,979.04,E,E4,6 years,MORTGAGE,62333.88,2024-05-01,Charged Off,medical,WA,16.06,0,765,769,5,0,25.3,18,11594.2
LC000195,25000,22326.01,36 months,15.95,878.31,C,C2,6 years,RENT,46624.32,2023-01-04,Current,small_business,FL,32.1,0,783,787,25,0,11.9,32,10727.92
LC000196,20000,20000,36 months,13.48,678.51,C,C1,10+ years,RENT,56431.0,2019-12-19,Charged Off,moving,CA,30.36,0,785,789,21,0,96.3,22,11169.1
LC000197,15000,15000,36 months,14.7,517.78,C,C2,1 year,MORTGAGE,60940.57,2022-07-19,Charged Off,vacation,CA,27.93,3,660,664,4,0,35.3,16,8272.6
LC000198,25000,25000,60 months,12.91,567.68,C,C5,8 years,OWN,103369.06,2023-08-23,Fully Paid,home_improvement,IN,20.92,0,786,790,20,0,50.6,22,26894.42
LC000199,40000,34016.37,60 months,14.73,945.94,C,C4,< 1 year,MORTGAGE,155564.36,2020-07-30,Current,education,VA,35.17,0,826,830,5,0,78.8,12,5374.92
LC000200,10000,6146.04,36 months,10.44,324.74,B,B4,3 years,OWN,137682.26,2023-08-06,Current,auto,GA,15.99,0,691,695,20,1,68.2,26,3078.95
LC000201,10000,10000,60 months,18.7,257.76,D,D3,9 years,RENT,43031.35,2023-07-04,Fully Paid,vacation,NC,26.48,0,601,605,17,0,89.7,25,2538.95
LC000202,30000,30000,60 months,13.57,691.38,C,C4,4 years,MORTGAGE,57498.02,2022-04-04,Charged Off,credit_card,VA,11.12,0,641,645,24,0,0.8,30,3368.74
LC000203,30000,30000,36 months,9.14,955.95,B,B3,8 years,MORTGAGE,56188.92,2024-06-16,Charged Off,home_improvement,NC,19.67,1,770,774,13,0,18.0,17,7779.94
LC000204,40000,40000,36 months,11.32,1315.62,B,B2,4 years,RENT,160224.52,2022-06-20,Fully Paid,small_business,TX,22.49,0,844,848,19,0,30.0,20,26873.89
LC000205,30000,30000,60 months,14.24,701.79,C,C4,4 years,OTHER,79493.41,2024-06-20,Charged Off,vacation,PA,14.02,0,590,594,15,0,96.2,21,6391.96
LC000206,10000,10000,36 months,17.52,359.12,D,D4,10+ years,RENT,91684.16,2018-10-20,Fully Paid,credit_card,GA,27.11,0,654,658,7,1,42.1,19,4496.28
LC000207,30000,30000,36 months,11.12,983.87,B,B4,7 years,RENT,42046.19,2018-11-24,Fully Paid,education,FL,20.76,1,665,669,7,0,23.4,15,22743.61
LC000208,10000,10000,60 months,7.29,199.38,A,A4,7 years,OWN,24597.52,2018-04-28,Fully Paid,credit_card,NJ,15.83,0,706,710,25,0,13.1,30,12699.78
LC000209,15000,15000,36 months,14.36,515.29,C,C3,6 years,RENT,62827.34,2024-01-20,Fully Paid,home_improvement,MA,31.21,0,802,806,18,0,90.8,33,6176.53
LC000210,15000,15000,36 months,9.7,481.9,B,B1,6 years,OWN,65039.12,2018-01-30,Fully Paid,auto,AZ,5.29,0,831,835,17,0,79.7,24,8605.54
LC000211,10000,10000,36 months,6.48,306.4,A,A4,9 years,MORTGAGE,85943.44,2018-10-08,Fully Paid,medical,FL,31.76,0,719,723,11,0,26.9,17,6433.21
LC000212,15000,15000,36 months,19.89,556.61,D,D4,< 1 year,MORTGAGE,26089.27,2021-11-01,Fully Paid,moving,VA,9.38,0,804,808,25,0,1.5,31,7444.48
LC000213,20000,15211.39,36 months,19.58,739.0,D,D2,1 year,MORTGAGE,29915.36,2020-10-09,Current,debt_consolidation,OH,18.36,3,586,590,5,0,38.4,19,8963.61
LC000214,10000,10000,36 months,13.01,336.99,C,C3,3 years,RENT,128915.31,2018-03-03,Fully Paid,medical,MD,11.96,0,606,610,23,0,63.2,33,1107.16
LC000215,10000,10000,36 months,5.87,303.63,A,A4,5 years,MORTGAGE,72493.39,2019-05-31,Fully Paid,credit_card,MO,29.01,0,753,757,22,0,15.4,25,10666.3
LC000216,15000,8702.58,36 months,9.38,479.65,B,B2,8 years,OWN,30951.31,2021-08-18,Current,medical,WI,29.73,0,730,734,19,0,18.6,30,2773.36
LC000217,35000,35000,60 months,11.07,762.21,B,B3,4 years,RENT,63919.02,2020-02-17,Fully Paid,moving,MO,26.69,0,766,770,21,0,65.8,33,17049.2
LC000218,5000,5000,36 months,15.34,174.16,C,C1,9 years,RENT,21692.74,2023-06-30,Charged Off,medical,TX,35.57,0,683,687,5,0,57.0,17,2153.54
LC000219,5000,5000,60 months,6.26,97.27,A,A2,3 years,RENT,102281.19,2021-05-29,Fully Paid,auto,IN,36.17,0,768,772,24,0,52.8,26,3689.97
LC000220,15000,15000,36 months,6.95,462.81,A,A5,8 years,MORTGAGE,81875.69,2020-01-09,Fully Paid,vacation,NJ,31.11,0,763,767,23,0,88.2,28,19471.8
LC000221,30000,29744.35,36 months,11.46,988.71,B,B3,< 1 year,RENT,128969.63,2022-01-14,Current,moving,WA,27.16,0,745,749,21,0,37.5,29,10632.35
LC000222,25000,25000,36 months,15.68,874.98,C,C3,6 years,RENT,41896.1,2024-07-12,Fully Paid,medical,MI,24.97,0,659,663,5,0,13.8,16,19571.95
LC000223,15000,10623.91,60 months,10.21,320.26,B,B1,6 years,OWN,151152.03,2018-11-18,Current,credit_card,VA,29.6,0,628,632,21,0,80.8,33,5531.86
LC000224,5000,5000,36 months,21.28,189.09,E,E2,6 years,MORTGAGE,67499.79,2024-09-03,Charged Off,home_improvement,GA,16.44,0,693,697,6,0,39.2,20,444.04
LC000225,35000,35000,36 months,9.42,1119.84,B,B4,4 years,RENT,63860.59,2024-04-17,Charged Off,vacation,GA,20.21,0,646,650,6,0,39.5,12,16312.21
LC000226,30000,30000,60 months,9.71,633.14,B,B5,2 years,MORTGAGE,54141.88,2022-12-10,Fully Paid,auto,OH,31.94,0,666,670,13,2,44.2,17,30278.42
LC000227,15000,15000,60 months,23.48,427.0,E,E1,2 years,MORTGAGE,78549.91,2020-04-14,Charged Off,medical,MO,5.48,0,636,640,11,0,20.9,17,6255.64
LC000228,5000,3466.31,36 months,13.02,168.52,C,C4,10+ years,OWN,73983.97,2022-01-15,Current,debt_consolidation,MI,12.02,0,718,722,3,1,6.7,11,2037.76
LC000229,10000,10000,36 months,12.75,335.74,C,C1,3 years,MORTGAGE,117269.8,2019-10-06,Fully Paid,credit_card,VA,21.03,0,591,595,3,0,33.3,15,12951.93
LC000230,35000,35000,60 months,29.34,1118.22,F,F3,2 years,RENT,122384.76,2022-04-15,Charged Off,auto,AZ,6.03,0,723,727,9,0,65.6,11,8955.76
LC000231,20000,20000,36 months,10.78,652.69,B,B5,5 years,OWN,43482.47,2022-10-28,Default,small_business,MD,28.94,0,683,687,6,0,52.3,10,813.77
LC000232,25000,25000,36 months,12.61,837.66,C,C1,7 years,MORTGAGE,105646.64,2020-08-03,Charged Off,credit_card,NY,9.6,0,593,597,21,0,61.2,28,2011.3
LC000233,35000,32674.76,36 months,17.97,1264.81,D,D4,7 years,RENT,80057.16,2020-06-30,Current,auto,OH,11.76,1,596,600,15,0,27.0,28,9605.26
LC000234,5000,5000,60 months,10.63,107.79,B,B4,3 years,OWN,107019.81,2023-11-03,Fully Paid,moving,TX,30.21,2,781,785,21,0,53.6,22,3612.22
LC000235,5000,2949.43,36 months,9.16,159.37,B,B1,1 year,MORTGAGE,66322.64,2023-03-14,Current,moving,NY,35.95,0,726,730,16,0,91.8,20,1036.04
LC000236,40000,40000,36 months,20.1,1488.58,E,E5,6 years,RENT,35121.8,2019-05-22,Fully Paid,moving,VA,36.38,0,683,687,16,0,64.8,21,38889.94
LC000237,35000,35000,36 months,24.26,1377.93,F,F5,1 year,MORTGAGE,111402.69,2021-06-15,Charged Off,moving,MI,16.73,1,656,660,7,0,71.1,20,18869.38
LC000238,40000,40000,36 months,26.99,1632.79,F,F1,4 years,OWN,68923.62,2018-11-22,Charged Off,debt_consolidation,GA,33.26,0,832,836,9,0,45.3,23,14874.38
LC000239,5000,5000,60 months,14.67,118.09,C,C2,9 years,OWN,68630.16,2024-11-08,Charged Off,vacation,PA,15.45,0,624,628,3,2,16.1,12,1080.57
LC000240,10000,10000,60 months,7.65,201.09,A,A3,9 years,RENT,13586.97,2023-11-19,Fully Paid,auto,WI,7.27,0,821,825,6,0,32.9,19,9756.74
LC000241,25000,13977.59,60 months,13.71,577.95,C,C1,< 1 year,OTHER,57239.02,2023-07-11,Current,auto,MI,14.09,0,761,765,6,0,72.8,21,3898.79
LC000242,20000,20000,36 months,16.05,703.63,D,D2,5 years,RENT,53601.12,2021-09-27,Fully Paid,debt_consolidation,PA,14.86,0,614,618,11,0,76.6,14,24134.71
LC000243,40000,31547.95,36 months,12.62,1340.45,C,C4,3 years,MORTGAGE,122953.17,2024-05-03,Current,credit_card,MO,35.28,1,751,755,16,0,74.2,25,6279.04
LC000244,35000,35000,60 months,22.51,976.84,E,E3,5 years,OWN,93178.38,2018-05-10,Fully Paid,home_improvement,TN,24.98,0,779,783,7,0,75.1,17,22480.07
LC000245,30000,30000,60 months,28.71,946.97,F,F2,2 years,MORTGAGE,61457.28,2021-10-25,Late (31-120 days),vacation,MI,36.97,0,807,811,18,0,50.0,24,13850.67
LC000246,5000,5000,60 months,6.61,98.09,A,A5,10+ years,MORTGAGE,71308.99,2021-09-27,Fully Paid,debt_consolidation,FL,23.28,2,582,586,11,0,59.4,13,4973.33
LC000247,20000,20000,36 months,5.67,605.45,A,A3,8 years,MORTGAGE,69614.74,2024-12-26,Fully Paid,home_improvement,OH,16.17,0,805,809,23,0,27.3,23,9643.64
LC000248,25000,25000,36 months,7.15,773.64,A,A3,10+ years,OWN,64645.83,2018-12-19,Fully Paid,small_business,WI,20.53,0,646,650,2,0,10.6,3,27585.23
LC000249,20000,20000,60 months,18.85,517.16,D,D5,3 years,RENT,49737.69,2019-02-03,Charged Off,moving,TN,23.67,0,818,822,20,0,91.9,34,1724.66
LC000250,30000,19888.05,60 months,23.16,848.47,E,E3,1 year,RENT,107209.18,2021-03-02,Current,small_business,IN,20.86,0,595,599,4,0,46.1,9,7749.79
LC000251,20000,10778.94,36 months,18.48,727.87,D,D5,10+ years,RENT,55174.07,2024-05-12,Current,vacation,GA,39.09,0,776,780,4,0,59.0,17,6020.23
LC000252,30000,30000,60 months,14.22,701.47,C,C4,2 years,RENT,26396.48,2021-09-03,Fully Paid,debt_consolidation,NY,11.17,0,787,791,4,0,59.6,16,34941.42
LC000253,40000,39728.43,36 months,22.13,1530.31,E,E1,9 years,MORTGAGE,114720.08,2022-11-16,Current,credit_card,NY,25.23,0,680,684,8,0,57.0,17,9634.88
LC000254,5000,5000,60 months,5.82,96.25,A,A3,5 years,OWN,37555.96,2023-04-30,Fully Paid,vacation,WA,18.8,0,742,746,24,0,54.5,29,5539.78
LC000255,15000,12034.3,36 months,5.3,451.59,A,A2,6 years,RENT,58673.78,2024-03-11,Current,education,VA,19.55,0,813,817,24,0,18.0,37,4173.05
LC000256,30000,30000,36 months,16.13,1056.64,D,D2,7 years,RENT,76803.16,2023-03-20,Charged Off,vacation,WI,21.91,0,768,772,5,1,8.0,13,11351.93
LC000257,25000,25000,60 months,14.45,587.56,C,C1,9 years,RENT,84342.87,2022-09-21,Fully Paid,medical,MI,23.73,0,585,589,17,1,57.3,27,24982.76
LC000258,15000,15000,60 months,18.29,383.27,D,D5,< 1 year,OWN,34395.76,2020-10-29,Fully Paid,medical,NC,15.21,0,593,597,11,0,7.7,19,14845.72
LC000259,30000,30000,36 months,15.23,1043.34,C,C5,6 years,MORTGAGE,109248.61,2019-08-18,Charged Off,small_business,TN,29.53,1,828,832,7,0,34.3,9,13866.62
LC000260,30000,30000,36 months,8.69,949.67,B,B4,8 years,RENT,75568.66,2022-04-05,Charged Off,education,TN,33.68,0,606,610,7,0,47.6,14,15665.0
LC000261,5000,5000,36 months,5.34,150.62,A,A4,3 years,MORTGAGE,51642.26,2019-02-07,Fully Paid,education,MA,17.38,2,801,805,21,0,33.5,29,4905.88
LC000262,15000,8189.56,36 months,13.25,507.22,C,C2,9 years,RENT,63139.62,2020-06-17,Current,medical,OH,5.3,0,614,618,2,0,68.5,13,4611.57
LC000263,15000,13274.1,60 months,13.5,345.15,C,C2,10+ years,MORTGAGE,73336.38,2023-02-01,Current,medical,AZ,27.68,0,674,678,5,0,46.6,7,2575.74
LC000264,35000,35000,36 months,6.16,1067.31,A,A1,6 years,MORTGAGE,48837.52,2020-01-01,Fully Paid,home_improvement,IL,38.45,0,715,719,7,0,92.8,19,12672.23
LC000265,10000,10000,60 months,12.28,223.86,C,C4,8 years,MORTGAGE,73573.81,2020-12-27,Fully Paid,credit_card,WA,32.2,0,589,593,17,0,93.2,29,9491.27
LC000266,10000,10000,36 months,18.16,362.33,D,D4,5 years,MORTGAGE,42121.06,2022-06-29,Fully Paid,home_improvement,VA,38.4,0,826,830,5,1,35.9,14,1965.48
LC000267,5000,5000,60 months,15.87,121.25,C,C3,9 years,MORTGAGE,69840.13,2020-02-16,Fully Paid,auto,CA,15.46,0,779,783,5,0,8.5,19,1930.91
LC000268,40000,40000,36 months,11.88,1326.28,B,B5,2 years,RENT,76562.64,2024-01-07,Fully Paid,auto,NY,16.87,0,752,756,25,0,80.6,39,27466.95
LC000269,5000,3505.02,60 months,8.17,101.79,A,A5,10+ years,MORTGAGE,40828.74,2018-09-16,Current,education,NJ,8.41,0,667,671,20,0,11.4,27,254.05
LC000270,15000,15000,36 months,17.34,537.33,D,D5,7 years,RENT,173917.24,2019-07-01,Fully Paid,education,PA,9.94,0,792,796,7,0,43.8,8,2953.01
LC000271,25000,25000,60 months,6.46,488.69,A,A1,7 years,RENT,92641.87,2019-12-16,Fully Paid,debt_consolidation,WI,32.04,0,644,648,8,0,45.0,15,20861.49
LC000272,10000,10000,60 months,7.17,198.82,A,A3,2 years,MORTGAGE,46306.92,2020-03-04,Fully Paid,small_business,TN,39.54,0,839,843,9,0,20.8,10,9041.71
LC000273,30000,30000,60 months,7.16,596.3,A,A3,9 years,MORTGAGE,43212.36,2023-06-10,Fully Paid,home_improvement,GA,20.86,0,633,637,25,0,15.8,25,23871.42
LC000274,20000,20000,60 months,8.84,413.62,B,B3,2 years,RENT,46156.89,2019-08-17,Fully Paid,moving,PA,35.45,0,772,776,9,0,5.4,22,12985.76
LC000275,5000,3723.03,36 months,5.98,152.06,A,A3,8 years,RENT,21185.96,2024-11-09,Current,vacation,GA,21.29,1,794,798,7,0,29.5,12,2224.13
LC000276,20000,20000,36 months,12.99,673.78,C,C4,1 year,MORTGAGE,29685.12,2023-08-28,Fully Paid,vacation,WA,12.78,1,656,660,20,0,4.4,35,12858.59
LC000277,35000,35000,36 months,11.82,1159.49,B,B5,5 years,RENT,121476.37,2023-02-07,Fully Paid,small_business,WA,15.35,0,626,630,2,0,70.3,2,29826.06
LC000278,5000,5000,60 months,17.19,124.77,D,D1,5 years,RENT,99298.59,2023-10-10,Late (31-120 days),credit_card,TX,29.43,0,686,690,23,0,73.5,24,1396.06
LC000279,10000,10000,60 months,6.96,197.82,A,A3,4 years,MORTGAGE,31846.45,2020-07-12,Fully Paid,medical,IN,9.84,0,751,755,9,0,73.7,15,1653.52
LC000280,10000,6441.86,36 months,10.15,323.38,B,B4,2 years,RENT,58398.17,2020-02-11,Current,moving,NY,33.89,0,729,733,16,0,94.4,18,3697.47
LC000281,15000,15000,36 months,8.06,470.46,A,A3,< 1 year,RENT,40514.73,2022-09-17,Fully Paid,debt_consolidation,MI,26.95,2,730,734,15,0,13.2,26,17192.29
LC000282,30000,30000,60 months,10.8,649.28,B,B5,< 1 year,MORTGAGE,73934.47,2020-11-30,Fully Paid,credit_card,MI,22.02,0,807,811,16,0,78.9,21,8340.18
LC000283,25000,25000,36 months,9.14,796.62,B,B2,< 1 year,MORTGAGE,67592.55,2022-12-11,Fully Paid,small_business,OH,29.78,0,658,662,7,0,31.6,11,22466.6
LC000284,15000,15000,36 months,27.2,613.99,F,F2,9 years,MORTGAGE,47244.55,2021-04-25,Charged Off,medical,MD,5.87,2,835,839,6,1,15.6,16,6556.89
LC000285,5000,5000,36 months,20.56,187.25,E,E3,4 years,MORTGAGE,109598.07,2024-10-26,Charged Off,vacation,GA,15.78,1,785,789,21,0,9.2,22,587.15
LC000286,40000,40000,36 months,6.11,1218.87,A,A4,8 years,OTHER,117477.15,2018-02-19,Fully Paid,credit_card,MI,38.02,0,764,768,14,0,36.9,25,8204.73
LC000287,40000,40000,60 months,17.15,997.33,D,D4,1 year,OTHER,85349.74,2019-08-12,Fully Paid,moving,IN,38.96,1,797,801,25,0,58.7,27,48791.34
LC000288,25000,15306.5,36 months,13.66,850.32,C,C4,7 years,MORTGAGE,32932.57,2021-05-21,Current,medical,TN,29.86,0,650,654,8,0,55.3,9,7266.48
LC000289,25000,20349.95,36 months,6.46,765.77,A,A3,4 years,MORTGAGE,55936.03,2024-09-19,Current,moving,MD,29.07,0,705,709,2,0,99.3,4,5812.44
LC000290,5000,5000,36 months,19.38,184.24,D,D1,8 years,RENT,39843.51,2022-01-19,Fully Paid,credit_card,TX,7.05,1,743,747,16,0,16.3,24,4333.68
LC000291,10000,10000,36 months,7.1,309.23,A,A2,8 years,RENT,79207.1,2019-01-28,Fully Paid,credit_card,IL,16.29,1,741,745,23,0,69.7,34,4377.01
LC000292,10000,6741.05,36 months,16.87,355.88,D,D4,7 years,OWN,12895.42,2023-03-02,Current,home_improvement,IL,34.11,0,849,853,19,0,80.2,32,2795.04
LC000293,30000,30000,36 months,5.6,907.23,A,A4,1 year,MORTGAGE,137427.11,2019-05-29,Fully Paid,home_improvement,AZ,31.06,0,640,644,9,0,68.7,18,5798.47
LC000294,5000,4614.65,60 months,17.88,126.64,D,D4,2 years,RENT,100375.45,2024-08-03,Current,small_business,VA,6.51,0,734,738,23,0,12.4,29,2607.77
LC000295,20000,20000,36 months,22.02,764.02,E,E3,9 years,RENT,24955.72,2019-02-09,Late (31-120 days),vacation,TN,33.69,0,587,591,18,0,28.2,18,2221.51
LC000296,35000,35000,36 months,17.7,1260.07,D,D1,1 year,RENT,39170.85,2021-03-26,Charged Off,debt_consolidation,NY,19.27,0,740,744,5,0,49.5,16,8080.4
LC000297,20000,20000,36 months,14.22,685.69,C,C3,8 years,RENT,164331.4,2020-01-05,Fully Paid,moving,FL,34.94,1,676,680,4,0,93.8,15,17805.16
LC000298,10000,7968.25,60 months,7.6,200.86,A,A2,9 years,MORTGAGE,44539.78,2020-08-11,Current,moving,NC,10.91,0,766,770,8,0,99.0,11,3615.85
LC000299,35000,35000,36 months,19.95,1299.83,D,D4,< 1 year,MORTGAGE,41344.1,2018-05-02,Fully Paid,debt_consolidation,NY,10.16,0,812,816,5,0,23.1,9,44327.05
LC000300,10000,10000,60 months,11.16,218.22,B,B3,< 1 year,RENT,27229.43,2024-01-31,Fully Paid,vacation,MO,23.2,0,832,836,16,0,49.0,24,12888.54
LC000301,35000,25721.82,36 months,21.77,1332.5,E,E1,9 years,MORTGAGE,51760.05,2023-06-20,Current,moving,MO,11.19,0,735,739,24,0,31.2,36,8677.34
LC000302,35000,35000,36 months,7.16,1083.26,A,A1,5 years,RENT,49792.78,2024-07-19,Fully Paid,credit_card,WA,39.22,0,744,748,3,0,83.6,14,45161.71
LC000303,25000,25000,60 months,10.57,538.21,B,B1,7 years,RENT,71956.93,2022-09-27,Fully Paid,education,NC,7.29,0,736,740,5,0,32.6,19,20139.68
LC000304,10000,10000,36 months,28.85,418.24,F,F4,1 year,MORTGAGE,65451.35,2022-01-28,Default,auto,TN,28.63,0,752,756,17,0,33.9,26,5042.28
LC000305,35000,35000,36 months,15.22,1217.06,C,C3,4 years,MORTGAGE,44950.8,2022-10-16,Fully Paid,home_improvement,MI,38.53,0,628,632,20,0,80.0,35,21682.24
LC000306,40000,38692.72,36 months,14.69,1380.55,C,C2,6 years,OWN,54275.97,2021-01-02,Current,vacation,WI,35.83,0,844,848,7,0,96.1,21,16868.83
LC000307,15000,10543.99,60 months,7.61,301.35,A,A2,3 years,MORTGAGE,52229.23,2020-12-29,Current,small_business,NC,34.54,1,790,794,12,1,63.3,25,718.42
LC000308,40000,40000,36 months,6.96,1234.35,A,A2,< 1 year,MORTGAGE,86643.44,2024-03-05,Fully Paid,debt_consolidation,TN,27.64,0,598,602,8,0,25.8,16,45260.03
